"subLevelTree","DUI","treeNumber","topTree","Name"
"C10","D020343","C10.228.140.631.500","C","C - Nervous System Diseases"
"C10","D002528","C10.551.240.250.400.300","C","C - Nervous System Diseases"
"C10","D015140","C10.228.140.300.510.800.500","C","C - Nervous System Diseases"
"C10","D014715","C10.228.140.300.150.956","C","C - Nervous System Diseases"
"C10","D055956","C10.228.140.380.254","C","C - Nervous System Diseases"
"C10","D029242","C10.292.700.225.500.400","C","C - Nervous System Diseases"
"C10","D000788","C10.597.617.192.500.150.150","C","C - Nervous System Diseases"
"C10","D003389","C10.292","C","C - Nervous System Diseases"
"C10","D007969","C10.228.140.461.550","C","C - Nervous System Diseases"
"C10","D013009","C10.886.659.635.700","C","C - Nervous System Diseases"
"C10","D065705","C10.500.507.400.249.500","C","C - Nervous System Diseases"
"C10","D010300","C10.228.140.079.862.500","C","C - Nervous System Diseases"
"C10","D034081","C10.228.228.800.858","C","C - Nervous System Diseases"
"C10","D001260","C10.228.140.252.190.530.060","C","C - Nervous System Diseases"
"C10","D064128","C10.228.140.490.375.525","C","C - Nervous System Diseases"
"C10","D011007","C10.228.140.199.700","C","C - Nervous System Diseases"
"C10","D017590","C10.228.140.163.560","C","C - Nervous System Diseases"
"C10","D009423","C10.551","C","C - Nervous System Diseases"
"C10","D020945","C10.228.228.570.450","C","C - Nervous System Diseases"
"C10","D007968","C10.314.450","C","C - Nervous System Diseases"
"C10","D054221","C10.500.507.450.230","C","C - Nervous System Diseases"
"C10","D060426","C10.574.781.249","C","C - Nervous System Diseases"
"C10","D054221","C10.500.507.450.499.230","C","C - Nervous System Diseases"
"C10","D059265","C10.597.617.735.500","C","C - Nervous System Diseases"
"C10","D015493","C10.228.854.525.700","C","C - Nervous System Diseases"
"C10","D016781","C10.228.228.205.300.800","C","C - Nervous System Diseases"
"C10","D005600","C10.597.606.643.455.500","C","C - Nervous System Diseases"
"C10","D006732","C10.177.350","C","C - Nervous System Diseases"
"C10","D020431","C10.292.650","C","C - Nervous System Diseases"
"C10","D020201","C10.900.300.837.150","C","C - Nervous System Diseases"
"C10","D065706","C10.500.507.500.500","C","C - Nervous System Diseases"
"C10","D020371","C10.228.140.163.100.362.775","C","C - Nervous System Diseases"
"C10","D020270","C10.720.112.300","C","C - Nervous System Diseases"
"C10","D017253","C10.574.500.549","C","C - Nervous System Diseases"
"C10","D020150","C10.228.140.079.294","C","C - Nervous System Diseases"
"C10","D056768","C10.500.300.490","C","C - Nervous System Diseases"
"C10","D052879","C10.574.910","C","C - Nervous System Diseases"
"C10","D007968","C10.228.140.430.520.750.500","C","C - Nervous System Diseases"
"C10","D020937","C10.228.140.490.360.275","C","C - Nervous System Diseases"
"C10","D009347","C10.228.140.617.738.675.149.500","C","C - Nervous System Diseases"
"C10","D021081","C10.281","C","C - Nervous System Diseases"
"C10","D009223","C10.574.500.547","C","C - Nervous System Diseases"
"C10","D056886","C10.900.300.350.300.250","C","C - Nervous System Diseases"
"C10","D002494","C10.228.228","C","C - Nervous System Diseases"
"C10","D017240","C10.668.491.500","C","C - Nervous System Diseases"
"C10","D007625","C10.668.491.500.700.500","C","C - Nervous System Diseases"
"C10","D006250","C10.228.140.163.100.355","C","C - Nervous System Diseases"
"C10","D002546","C10.228.140.300.150.836","C","C - Nervous System Diseases"
"C10","D009849","C10.228.140.252.700.650","C","C - Nervous System Diseases"
"C10","D000550","C10.597.751.941.073","C","C - Nervous System Diseases"
"C10","D052879","C10.314.875","C","C - Nervous System Diseases"
"C10","D008579","C10.551.240.500.500","C","C - Nervous System Diseases"
"C10","D014103","C10.597.350.300.800","C","C - Nervous System Diseases"
"C10","D046589","C10.228.140.300.510.200.175","C","C - Nervous System Diseases"
"C10","D046589","C10.228.140.380.230.124","C","C - Nervous System Diseases"
"C10","D012415","C10.597.606.643.700","C","C - Nervous System Diseases"
"C10","D017034","C10.228.140.490.360.270","C","C - Nervous System Diseases"
"C10","D011595","C10.597.350.600","C","C - Nervous System Diseases"
"C10","D004674","C10.228.228.399.750.300.550","C","C - Nervous System Diseases"
"C10","D020279","C10.574.500.494","C","C - Nervous System Diseases"
"C10","D017029","C10.228.140.490.360.260","C","C - Nervous System Diseases"
"C10","D008538","C10.228.662.300.500","C","C - Nervous System Diseases"
"C10","D038642","C10.900.300.087.850","C","C - Nervous System Diseases"
"C10","D007562","C10.228.140.380.165","C","C - Nervous System Diseases"
"C10","D062026","C10.228.140.546.399.750.124","C","C - Nervous System Diseases"
"C10","D002551","C10.551.240.250.200","C","C - Nervous System Diseases"
"C10","D058088","C10.668.491.175.500.149.500","C","C - Nervous System Diseases"
"C10","D005129","C10.900.300.284.250.260","C","C - Nervous System Diseases"
"C10","D053578","C10.228.758.500","C","C - Nervous System Diseases"
"C10","D010871","C10.228.140.211.788","C","C - Nervous System Diseases"
"C10","D020734","C10.228.140.079.862","C","C - Nervous System Diseases"
"C10","D009207","C10.597.350.500","C","C - Nervous System Diseases"
"C10","D009224","C10.668.491.606.500","C","C - Nervous System Diseases"
"C10","D020961","C10.228.662.600.200","C","C - Nervous System Diseases"
"C10","D019575","C10.597.751.941.162.250","C","C - Nervous System Diseases"
"C10","D020204","C10.900.300.918.300","C","C - Nervous System Diseases"
"C10","D020271","C10.574.500","C","C - Nervous System Diseases"
"C10","D004402","C10.500.310.309","C","C - Nervous System Diseases"
"C10","D008587","C10.228.228.245.500","C","C - Nervous System Diseases"
"C10","D008590","C10.228.140.430.550","C","C - Nervous System Diseases"
"C10","D020235","C10.597.404.400","C","C - Nervous System Diseases"
"C10","D020925","C10.228.140.300.150.716","C","C - Nervous System Diseases"
"C10","D010149","C10.597.617.841","C","C - Nervous System Diseases"
"C10","D057174","C10.228.140.380.266","C","C - Nervous System Diseases"
"C10","D049290","C10.228.140.163.100.435.825.300.300.750","C","C - Nervous System Diseases"
"C10","D006948","C10.597.350.350","C","C - Nervous System Diseases"
"C10","D055534","C10.574.562.500.374","C","C - Nervous System Diseases"
"C10","D000425","C10.720.112.100","C","C - Nervous System Diseases"
"C10","D006850","C10.228.140.602.750","C","C - Nervous System Diseases"
"C10","D000071257","C10.597.606.337.500.500","C","C - Nervous System Diseases"
"C10","D016643","C10.228.228.800.260","C","C - Nervous System Diseases"
"C10","D006849","C10.228.140.602","C","C - Nervous System Diseases"
"C10","D020199","C10.228.140.300.535.450.400.050","C","C - Nervous System Diseases"
"C10","D020767","C10.228.140.300.525.425","C","C - Nervous System Diseases"
"C10","D015835","C10.292.562","C","C - Nervous System Diseases"
"C10","D014103","C10.228.662.300.750","C","C - Nervous System Diseases"
"C10","D055534","C10.668.467.500.186","C","C - Nervous System Diseases"
"C10","D002819","C10.597.350.250","C","C - Nervous System Diseases"
"C10","D018458","C10.228.140.140.627","C","C - Nervous System Diseases"
"C10","D056784","C10.228.140.695","C","C - Nervous System Diseases"
"C10","D020941","C10.668.758.725.650","C","C - Nervous System Diseases"
"C10","D006212","C10.597.606.762.300","C","C - Nervous System Diseases"
"C10","D009081","C10.228.140.163.100.435.590","C","C - Nervous System Diseases"
"C10","D006261","C10.597.617.470","C","C - Nervous System Diseases"
"C10","D020275","C10.114.750.100","C","C - Nervous System Diseases"
"C10","D000789","C10.597.617.192.500.150","C","C - Nervous System Diseases"
"C10","D012001","C10.597.751.418.505","C","C - Nervous System Diseases"
"C10","D001928","C10.228.140.163","C","C - Nervous System Diseases"
"C10","D014929","C10.292.700.225.500.980","C","C - Nervous System Diseases"
"C10","D019574","C10.292.700.500","C","C - Nervous System Diseases"
"C10","D013786","C10.228.140.915","C","C - Nervous System Diseases"
"C10","D011007","C10.228.806","C","C - Nervous System Diseases"
"C10","D009461","C10.597","C","C - Nervous System Diseases"
"C10","D015746","C10.597.617.044","C","C - Nervous System Diseases"
"C10","D046589","C10.228.140.300.400.203","C","C - Nervous System Diseases"
"C10","D054222","C10.500.507.450.249","C","C - Nervous System Diseases"
"C10","D020447","C10.886.659","C","C - Nervous System Diseases"
"C10","D061228","C10.900.300.218.362","C","C - Nervous System Diseases"
"C10","D004314","C10.597.606.643.220","C","C - Nervous System Diseases"
"C10","D000070607","C10.597.617.560.500","C","C - Nervous System Diseases"
"C10","D065635","C10.597.951.500","C","C - Nervous System Diseases"
"C10","D020278","C10.228.140.695.562","C","C - Nervous System Diseases"
"C10","D061220","C10.292.262.656","C","C - Nervous System Diseases"
"C10","D065707","C10.500.507.500.750","C","C - Nervous System Diseases"
"C10","D011595","C10.597.606.881.700","C","C - Nervous System Diseases"
"C10","D020945","C10.228.614.500.500","C","C - Nervous System Diseases"
"C10","D006311","C10.597.751.418","C","C - Nervous System Diseases"
"C10","D009886","C10.292.562.750","C","C - Nervous System Diseases"
"C10","D000326","C10.228.140.695.625.250","C","C - Nervous System Diseases"
"C10","D011115","C10.668.829.800","C","C - Nervous System Diseases"
"C10","D013494","C10.574.945.500","C","C - Nervous System Diseases"
"C10","D014277","C10.292.319.625.700.700","C","C - Nervous System Diseases"
"C10","D024801","C10.574.945","C","C - Nervous System Diseases"
"C10","D006816","C10.228.662.262.249.750","C","C - Nervous System Diseases"
"C10","D004685","C10.228.228.245.340.450.600","C","C - Nervous System Diseases"
"C10","D013132","C10.574.500.825","C","C - Nervous System Diseases"
"C10","D020920","C10.886.425","C","C - Nervous System Diseases"
"C10","D016098","C10.574.843.400","C","C - Nervous System Diseases"
"C10","D052919","C10.228.140.163.100.844","C","C - Nervous System Diseases"
"C10","D020941","C10.114.656.650","C","C - Nervous System Diseases"
"C10","D017241","C10.228.140.300.275.500","C","C - Nervous System Diseases"
"C10","D006315","C10.597.751.418.341.750","C","C - Nervous System Diseases"
"C10","D020225","C10.228.140.300.525.425.500.750","C","C - Nervous System Diseases"
"C10","D059787","C10.597.617.088","C","C - Nervous System Diseases"
"C10","D007968","C10.228.140.695.750","C","C - Nervous System Diseases"
"C10","D020427","C10.668.829.500.600","C","C - Nervous System Diseases"
"C10","D016518","C10.292.225.750.500","C","C - Nervous System Diseases"
"C10","D016919","C10.228.228.198.500.500","C","C - Nervous System Diseases"
"C10","D020925","C10.228.140.624.500","C","C - Nervous System Diseases"
"C10","D020915","C10.597.606.525.400","C","C - Nervous System Diseases"
"C10","D061220","C10.900.300.218.456","C","C - Nervous System Diseases"
"C10","D003147","C10.597.606.150","C","C - Nervous System Diseases"
"C10","D008580","C10.597.544","C","C - Nervous System Diseases"
"C10","D060705","C10.597.606.150.550.099","C","C - Nervous System Diseases"
"C10","D003711","C10.314","C","C - Nervous System Diseases"
"C10","D004410","C10.597.606.150.500.300","C","C - Nervous System Diseases"
"C10","D015518","C10.597.606.643.455.937","C","C - Nervous System Diseases"
"C10","D002385","C10.886.425.800.200.750.500","C","C - Nervous System Diseases"
"C10","D014901","C10.228.228.245.340.300.887","C","C - Nervous System Diseases"
"C10","D003704","C10.228.140.380","C","C - Nervous System Diseases"
"C10","D061227","C10.292.175.500","C","C - Nervous System Diseases"
"C10","D013064","C10.597.606.150.500.800","C","C - Nervous System Diseases"
"C10","D065708","C10.500.507.500.625","C","C - Nervous System Diseases"
"C10","D006313","C10.597.751.418.341.887.432","C","C - Nervous System Diseases"
"C10","D004370","C10.292.562.250","C","C - Nervous System Diseases"
"C10","D020333","C10.292.562.900","C","C - Nervous System Diseases"
"C10","D002527","C10.228.140.252.700.250","C","C - Nervous System Diseases"
"C10","D009222","C10.597.613.700","C","C - Nervous System Diseases"
"C10","D013575","C10.597.606.358.800.600","C","C - Nervous System Diseases"
"C10","D015161","C10.228.140.300.150.477.200.199","C","C - Nervous System Diseases"
"C10","D006211","C10.574.500.700","C","C - Nervous System Diseases"
"C10","D000160","C10.292.910","C","C - Nervous System Diseases"
"C10","D020274","C10.114","C","C - Nervous System Diseases"
"C10","D020222","C10.292.262.200","C","C - Nervous System Diseases"
"C10","D014402","C10.562.850","C","C - Nervous System Diseases"
"C10","D020754","C10.228.140.252.190.530","C","C - Nervous System Diseases"
"C10","D002527","C10.574.500.825.250","C","C - Nervous System Diseases"
"C10","D002549","C10.314.350.112","C","C - Nervous System Diseases"
"C10","D006319","C10.597.751.418.341.887","C","C - Nervous System Diseases"
"C10","D020331","C10.292.319.825","C","C - Nervous System Diseases"
"C10","D000070625","C10.228.140.199.388","C","C - Nervous System Diseases"
"C10","D012891","C10.886.425.800.750","C","C - Nervous System Diseases"
"C10","D000326","C10.228.140.163.100.084","C","C - Nervous System Diseases"
"C10","D020807","C10.228.228.205","C","C - Nervous System Diseases"
"C10","D014901","C10.228.228.399.750.300.887","C","C - Nervous System Diseases"
"C10","D007969","C10.228.140.300.700","C","C - Nervous System Diseases"
"C10","D020774","C10.228.140.380.266.299.500","C","C - Nervous System Diseases"
"C10","D001037","C10.597.606.150.500.800.100","C","C - Nervous System Diseases"
"C10","D013746","C10.597.613.875","C","C - Nervous System Diseases"
"C10","D004402","C10.668.829.800.175.250","C","C - Nervous System Diseases"
"C10","D055534","C10.574.500.175","C","C - Nervous System Diseases"
"C10","D000070627","C10.228.140.199.444.500","C","C - Nervous System Diseases"
"C10","D013631","C10.668.829.800.875","C","C - Nervous System Diseases"
"C10","D018792","C10.228.228.399.750","C","C - Nervous System Diseases"
"C10","D005693","C10.228.140.163.100.320","C","C - Nervous System Diseases"
"C10","D060486","C10.597.622.447.600","C","C - Nervous System Diseases"
"C10","D014607","C10.114.843","C","C - Nervous System Diseases"
"C10","D002637","C10.597.617.192","C","C - Nervous System Diseases"
"C10","D061219","C10.292.262.687","C","C - Nervous System Diseases"
"C10","D006816","C10.574.500.497","C","C - Nervous System Diseases"
"C10","D000690","C10.228.854.139","C","C - Nervous System Diseases"
"C10","D008585","C10.228.614.280.505","C","C - Nervous System Diseases"
"C10","D056769","C10.500.300.099","C","C - Nervous System Diseases"
"C10","D007968","C10.228.228.399.750.500","C","C - Nervous System Diseases"
"C10","D014402","C10.574.500.865","C","C - Nervous System Diseases"
"C10","D002549","C10.228.140.695.562.112","C","C - Nervous System Diseases"
"C10","D000071072","C10.228.140.021","C","C - Nervous System Diseases"
"C10","D006316","C10.597.751.418.341.812","C","C - Nervous System Diseases"
"C10","D051474","C10.597.617.682.550","C","C - Nervous System Diseases"
"C10","D020808","C10.228.228.205.300","C","C - Nervous System Diseases"
"C10","D007029","C10.228.140.617.477","C","C - Nervous System Diseases"
"C10","D007968","C10.228.228.245.340.500","C","C - Nervous System Diseases"
"C10","D000430","C10.720.112.200","C","C - Nervous System Diseases"
"C10","D019462","C10.597.606.358.800.600.500","C","C - Nervous System Diseases"
"C10","D020216","C10.900.250.300.400","C","C - Nervous System Diseases"
"C10","D020804","C10.228.140.430.520.750.400","C","C - Nervous System Diseases"
"C10","D020150","C10.228.662.262.249.500","C","C - Nervous System Diseases"
"C10","D009136","C10.668.491.175.500","C","C - Nervous System Diseases"
"C10","D011596","C10.597.606.881","C","C - Nervous System Diseases"
"C10","D002573","C10.668.829.550.850.200","C","C - Nervous System Diseases"
"C10","D017241","C10.668.491.500.500.500","C","C - Nervous System Diseases"
"C10","D020938","C10.228.140.490.360.272","C","C - Nervous System Diseases"
"C10","D020371","C10.228.140.695.625.775","C","C - Nervous System Diseases"
"C10","D013494","C10.228.662.700","C","C - Nervous System Diseases"
"C10","D020805","C10.228.228.245","C","C - Nervous System Diseases"
"C10","D015161","C10.228.140.300.400.408","C","C - Nervous System Diseases"
"C10","D009849","C10.228.854.787.750","C","C - Nervous System Diseases"
"C10","D002389","C10.597.606.115","C","C - Nervous System Diseases"
"C10","D061221","C10.292.319.625.700.349","C","C - Nervous System Diseases"
"C10","D003294","C10.228.140.490.650","C","C - Nervous System Diseases"
"C10","D020275","C10.314.750.450","C","C - Nervous System Diseases"
"C10","D020301","C10.228.140.300.900","C","C - Nervous System Diseases"
"C10","D003244","C10.597.606.358","C","C - Nervous System Diseases"
"C10","D054080","C10.500.190.500.500","C","C - Nervous System Diseases"
"C10","D004402","C10.574.500.496.250","C","C - Nervous System Diseases"
"C10","D020270","C10.597.742.143","C","C - Nervous System Diseases"
"C10","D018458","C10.597.606.358.800.400","C","C - Nervous System Diseases"
"C10","D002607","C10.500.300.200","C","C - Nervous System Diseases"
"C10","D003638","C10.597.751.418.341.186","C","C - Nervous System Diseases"
"C10","D004670","C10.228.228.399.750.300.200","C","C - Nervous System Diseases"
"C10","D012893","C10.886","C","C - Nervous System Diseases"
"C10","D007849","C10.228.140.617.500","C","C - Nervous System Diseases"
"C10","D060486","C10.292.675","C","C - Nervous System Diseases"
"C10","D006816","C10.228.140.380.278","C","C - Nervous System Diseases"
"C10","D005862","C10.597.606.762.100.300","C","C - Nervous System Diseases"
"C10","D020019","C10.228.228.205.250.550","C","C - Nervous System Diseases"
"C10","D020388","C10.668.491.175.500.300","C","C - Nervous System Diseases"
"C10","D020389","C10.668.491.175.500.350","C","C - Nervous System Diseases"
"C10","D005158","C10.597.622.214","C","C - Nervous System Diseases"
"C10","D051474","C10.668.829.600.550","C","C - Nervous System Diseases"
"C10","D054038","C10.228.140.695.875","C","C - Nervous System Diseases"
"C10","D000690","C10.668.467.250","C","C - Nervous System Diseases"
"C10","D000690","C10.574.562.250","C","C - Nervous System Diseases"
"C10","D019462","C10.177.575.600.800","C","C - Nervous System Diseases"
"C10","D000069281","C10.228.140.617.738.275.500","C","C - Nervous System Diseases"
"C10","D009459","C10.720.737","C","C - Nervous System Diseases"
"C10","D009886","C10.597.622.447","C","C - Nervous System Diseases"
"C10","D002545","C10.228.140.300.150","C","C - Nervous System Diseases"
"C10","D017204","C10.228.662.075","C","C - Nervous System Diseases"
"C10","D000071017","C10.228.590","C","C - Nervous System Diseases"
"C10","D057112","C10.900.300.284.250.124.500","C","C - Nervous System Diseases"
"C10","D059445","C10.597.606.057","C","C - Nervous System Diseases"
"C10","D020936","C10.228.140.490.370","C","C - Nervous System Diseases"
"C10","D020955","C10.574.625.800","C","C - Nervous System Diseases"
"C10","D000326","C10.228.140.163.100.362.250","C","C - Nervous System Diseases"
"C10","D015140","C10.228.140.695.500","C","C - Nervous System Diseases"
"C10","D000757","C10.500.680.196","C","C - Nervous System Diseases"
"C10","D009849","C10.228.140.079.612.600","C","C - Nervous System Diseases"
"C10","D056124","C10.597.617.470.800","C","C - Nervous System Diseases"
"C10","D006211","C10.228.662.575","C","C - Nervous System Diseases"
"C10","D002544","C10.228.140.300.150.477.200","C","C - Nervous System Diseases"
"C10","D054038","C10.228.140.631.500.500","C","C - Nervous System Diseases"
"C10","D028243","C10.228.140.300.275.311","C","C - Nervous System Diseases"
"C10","D015673","C10.668.364","C","C - Nervous System Diseases"
"C10","D020371","C10.314.400.775","C","C - Nervous System Diseases"
"C10","D056844","C10.597.617.947","C","C - Nervous System Diseases"
"C10","D058447","C10.597.617.202","C","C - Nervous System Diseases"
"C10","D002819","C10.228.662.262.249","C","C - Nervous System Diseases"
"C10","D013353","C10.228.228.709.675","C","C - Nervous System Diseases"
"C10","D009849","C10.574.500.825.650","C","C - Nervous System Diseases"
"C10","D008607","C10.597.606.643","C","C - Nervous System Diseases"
"C10","D020216","C10.228.140.300.200.480","C","C - Nervous System Diseases"
"C10","D009459","C10.228.140.079.737","C","C - Nervous System Diseases"
"C10","D006966","C10.228.140.617.738.250.450","C","C - Nervous System Diseases"
"C10","D020955","C10.177.575.550.875","C","C - Nervous System Diseases"
"C10","D006317","C10.597.751.418.341.887.460","C","C - Nervous System Diseases"
"C10","D000690","C10.574.950.050","C","C - Nervous System Diseases"
"C10","D015673","C10.228.440.600","C","C - Nervous System Diseases"
"C10","D020216","C10.228.140.300.350.500.350","C","C - Nervous System Diseases"
"C10","D002607","C10.574.500.495.200","C","C - Nervous System Diseases"
"C10","D017253","C10.562.600","C","C - Nervous System Diseases"
"C10","D004454","C10.597.606.150.500.800.300","C","C - Nervous System Diseases"
"C10","D008577","C10.551.240.500","C","C - Nervous System Diseases"
"C10","D009849","C10.574.625.600","C","C - Nervous System Diseases"
"C10","D005157","C10.597.617.203","C","C - Nervous System Diseases"
"C10","D017827","C10.597.350.090.500.530.530","C","C - Nervous System Diseases"
"C10","D020915","C10.720.112.100.500","C","C - Nervous System Diseases"
"C10","D002547","C10.228.140.140.254","C","C - Nervous System Diseases"
"C10","D004670","C10.228.140.430.520.750.300.200","C","C - Nervous System Diseases"
"C10","D004684","C10.314.350.225.500","C","C - Nervous System Diseases"
"C10","D046589","C10.228.140.300.275.249","C","C - Nervous System Diseases"
"C10","D060486","C10.292.562.750.375","C","C - Nervous System Diseases"
"C10","D013353","C10.228.140.870","C","C - Nervous System Diseases"
"C10","D015161","C10.228.140.300.775.200.200.199","C","C - Nervous System Diseases"
"C10","D002544","C10.228.140.300.775.200.200","C","C - Nervous System Diseases"
"C10","D061219","C10.292.650.600","C","C - Nervous System Diseases"
"C10","D020806","C10.228.228.180","C","C - Nervous System Diseases"
"C10","D004684","C10.314.350.375","C","C - Nervous System Diseases"
"C10","D001304","C10.228.140.068","C","C - Nervous System Diseases"
"C10","D009134","C10.574.562.500","C","C - Nervous System Diseases"
"C10","D007562","C10.228.228.800.230","C","C - Nervous System Diseases"
"C10","D004948","C10.292.562.887.300","C","C - Nervous System Diseases"
"C10","D017827","C10.228.140.252.700.700.500","C","C - Nervous System Diseases"
"C10","D008591","C10.500.680.610","C","C - Nervous System Diseases"
"C10","D054078","C10.228.140.163.100.593","C","C - Nervous System Diseases"
"C10","D017827","C10.228.854.787.875.500","C","C - Nervous System Diseases"
"C10","D020955","C10.228.140.079.612.800","C","C - Nervous System Diseases"
"C10","D015161","C10.228.140.380.230.250","C","C - Nervous System Diseases"
"C10","D061219","C10.900.300.218.487","C","C - Nervous System Diseases"
"C10","D017827","C10.228.140.252.190.530.530","C","C - Nervous System Diseases"
"C10","D020788","C10.228.140.617.200","C","C - Nervous System Diseases"
"C10","D006407","C10.900.300.837.300","C","C - Nervous System Diseases"
"C10","D016262","C10.668.864.500","C","C - Nervous System Diseases"
"C10","D009456","C10.668.829.675","C","C - Nervous System Diseases"
"C10","D005207","C10.597.613.250","C","C - Nervous System Diseases"
"C10","D020955","C10.228.662.550.800","C","C - Nervous System Diseases"
"C10","D005156","C10.292.319.625","C","C - Nervous System Diseases"
"C11","D053559","C11.204.236.218","C","C - Eye Diseases"
"C11","D000550","C11.966.073","C","C - Eye Diseases"
"C11","D001528","C11.941.879.780.880.200","C","C - Eye Diseases"
"C11","D031300","C11.768.757","C","C - Eye Diseases"
"C11","D010202","C11.294.354.900.675","C","C - Eye Diseases"
"C11","D001248","C11.093","C","C - Eye Diseases"
"C11","D003320","C11.204.564.225","C","C - Eye Diseases"
"C11","D015835","C11.590","C","C - Eye Diseases"
"C11","D001112","C11.204.299.070","C","C - Eye Diseases"
"C11","D055622","C11.675.426","C","C - Eye Diseases"
"C11","D003236","C11.294.800.250","C","C - Eye Diseases"
"C11","D055955","C11.966.858","C","C - Eye Diseases"
"C11","D058499","C11.768.585.658","C","C - Eye Diseases"
"C11","D015792","C11.768.660","C","C - Eye Diseases"
"C11","D003316","C11.204","C","C - Eye Diseases"
"C11","D049970","C11.675.349.500.500","C","C - Eye Diseases"
"C11","D002386","C11.510.245","C","C - Eye Diseases"
"C11","D053559","C11.270.162.218","C","C - Eye Diseases"
"C11","D015423","C11.790.500","C","C - Eye Diseases"
"C11","D058447","C11.300.500","C","C - Eye Diseases"
"C11","D057971","C11.297.249","C","C - Eye Diseases"
"C11","D002830","C11.941.855.198","C","C - Eye Diseases"
"C11","D015840","C11.590.436","C","C - Eye Diseases"
"C11","D000417","C11.270.040","C","C - Eye Diseases"
"C11","D015827","C11.294.725.562","C","C - Eye Diseases"
"C11","D012607","C11.966.811","C","C - Eye Diseases"
"C11","D012164","C11.768","C","C - Eye Diseases"
"C11","D006988","C11.290.484","C","C - Eye Diseases"
"C11","D020221","C11.640.530","C","C - Eye Diseases"
"C11","D003320","C11.294.177","C","C - Eye Diseases"
"C11","D003317","C11.204.236","C","C - Eye Diseases"
"C11","D009471","C11.640.576.695","C","C - Eye Diseases"
"C11","D017246","C11.590.472.250","C","C - Eye Diseases"
"C11","D005124","C11.250","C","C - Eye Diseases"
"C11","D001251","C11.744.212","C","C - Eye Diseases"
"C11","D012175","C11.768.717.760","C","C - Eye Diseases"
"C11","D001035","C11.510.103","C","C - Eye Diseases"
"C11","D015783","C11.941.375.060","C","C - Eye Diseases"
"C11","D015829","C11.941.879.960","C","C - Eye Diseases"
"C11","D013285","C11.590.810","C","C - Eye Diseases"
"C11","D015422","C11.790","C","C - Eye Diseases"
"C11","D003318","C11.204.299","C","C - Eye Diseases"
"C11","D012178","C11.768.836","C","C - Eye Diseases"
"C11","D003235","C11.294.354.220.250","C","C - Eye Diseases"
"C11","D058437","C11.768.346","C","C - Eye Diseases"
"C11","D003317","C11.270.162","C","C - Eye Diseases"
"C11","D016849","C11.294.800.475","C","C - Eye Diseases"
"C11","D006111","C11.675.349.500","C","C - Eye Diseases"
"C11","D010202","C11.294.450.900.675","C","C - Eye Diseases"
"C11","D005134","C11.319","C","C - Eye Diseases"
"C11","D000270","C11.590.436.200","C","C - Eye Diseases"
"C11","D058497","C11.250.390","C","C - Eye Diseases"
"C11","D009886","C11.590.472","C","C - Eye Diseases"
"C11","D014985","C11.187.810","C","C - Eye Diseases"
"C11","D009879","C11.941.879.780.500","C","C - Eye Diseases"
"C11","D011305","C11.744.786","C","C - Eye Diseases"
"C11","D003103","C11.250.110","C","C - Eye Diseases"
"C11","D007634","C11.204.564","C","C - Eye Diseases"
"C11","D058457","C11.338.912","C","C - Eye Diseases"
"C11","D001763","C11.338.204","C","C - Eye Diseases"
"C11","D057135","C11.768.585.439.622","C","C - Eye Diseases"
"C11","D015828","C11.294.800","C","C - Eye Diseases"
"C11","D006956","C11.744.479","C","C - Eye Diseases"
"C11","D014605","C11.941.879","C","C - Eye Diseases"
"C11","D019773","C11.768.328","C","C - Eye Diseases"
"C11","D002833","C11.941.160.478","C","C - Eye Diseases"
"C11","D003234","C11.294.354.220","C","C - Eye Diseases"
"C11","D012163","C11.768.648","C","C - Eye Diseases"
"C11","D001036","C11.510.103.110","C","C - Eye Diseases"
"C11","D015792","C11.270.660","C","C - Eye Diseases"
"C11","D054062","C11.966.075.375","C","C - Eye Diseases"
"C11","D002832","C11.941.160.177","C","C - Eye Diseases"
"C11","D019575","C11.966.075.250","C","C - Eye Diseases"
"C11","D055955","C11.768.400.500","C","C - Eye Diseases"
"C11","D007499","C11.941.375","C","C - Eye Diseases"
"C11","D007500","C11.941.375.385","C","C - Eye Diseases"
"C11","D000270","C11.710.800.180","C","C - Eye Diseases"
"C11","D014606","C11.941.879.780.880","C","C - Eye Diseases"
"C11","D003117","C11.966.256","C","C - Eye Diseases"
"C11","D015811","C11.319.494.400","C","C - Eye Diseases"
"C11","D003607","C11.496.221","C","C - Eye Diseases"
"C11","D015829","C11.294.450.900","C","C - Eye Diseases"
"C11","D016510","C11.204.290","C","C - Eye Diseases"
"C11","D015829","C11.294.265.500","C","C - Eye Diseases"
"C11","D059369","C11.675.689","C","C - Eye Diseases"
"C11","D017726","C11.294.800.270","C","C - Eye Diseases"
"C11","D005130","C11.290","C","C - Eye Diseases"
"C11","D017889","C11.941.375.285","C","C - Eye Diseases"
"C11","D009918","C11.675.659","C","C - Eye Diseases"
"C11","D006563","C11.294.800.450","C","C - Eye Diseases"
"C11","D015875","C11.710.090","C","C - Eye Diseases"
"C11","D003930","C11.768.257","C","C - Eye Diseases"
"C11","D058456","C11.768.748","C","C - Eye Diseases"
"C11","D015785","C11.270","C","C - Eye Diseases"
"C11","D002832","C11.290.195","C","C - Eye Diseases"
"C11","D020333","C11.590.905","C","C - Eye Diseases"
"C11","D004774","C11.338.443","C","C - Eye Diseases"
"C11","D015783","C11.270.060","C","C - Eye Diseases"
