"subLevelTree","DUI","treeNumber","topTree","Name"
"A01","D012535","A01.456.810","A","A - Body Regions"
"A01","D000005","A01.923.047","A","A - Body Regions"
"A01","D012445","A01.923.176.780","A","A - Body Regions"
"A01","D010388","A01.923.600","A","A - Body Regions"
"A01","D010502","A01.719","A","A - Body Regions"
"A01","D010529","A01.923.047.025.600.678","A","A - Body Regions"
"A01","D034941","A01.378.800","A","A - Body Regions"
"A01","D009055","A01.456.505.631","A","A - Body Regions"
"A01","D013909","A01.923.761","A","A - Body Regions"
"A01","D001415","A01.923.176","A","A - Body Regions"
"A01","D060726","A01.923","A","A - Body Regions"
"A01","D035262","A01.456.830.150","A","A - Body Regions"
"A01","D035301","A01.456.830.165","A","A - Body Regions"
"A01","D014781","A01.960","A","A - Body Regions"
"A01","D006257","A01.456","A","A - Body Regions"
"A01","D001365","A01.378.800.090","A","A - Body Regions"
"A01","D061028","A01.947","A","A - Body Regions"
"A01","D004423","A01.456.313","A","A - Body Regions"
"A01","D005546","A01.456.505.580","A","A - Body Regions"
"A01","D000069259","A01.456.505.875","A","A - Body Regions"
"A01","D064591","A01.941.500","A","A - Body Regions"
"A01","D005145","A01.456.505","A","A - Body Regions"
"A01","D035002","A01.378.610","A","A - Body Regions"
"A01","D003388","A01.456.830.200","A","A - Body Regions"
"A01","D009852","A01.923.047.025.600.573","A","A - Body Regions"
"A01","D002610","A01.456.505.173","A","A - Body Regions"
"A01","D019291","A01.456.830","A","A - Body Regions"
"A01","D034861","A01.923.047.050","A","A - Body Regions"
"A01","D042361","A01.236.249","A","A - Body Regions"
"A01","D064593","A01.941.875","A","A - Body Regions"
"A01","D019737","A01.941","A","A - Body Regions"
"A01","D005385","A01.378.800.667.430","A","A - Body Regions"
"A01","D005121","A01.378","A","A - Body Regions"
"A01","D012782","A01.378.800.750","A","A - Body Regions"
"A01","D004312","A01.923.047.025.600.225","A","A - Body Regions"
"A01","D002680","A01.456.505.259","A","A - Body Regions"
"A01","D005138","A01.456.505.420.338","A","A - Body Regions"
"A01","D064592","A01.941.750","A","A - Body Regions"
"A01","D008684","A01.378.610.250.300.480","A","A - Body Regions"
"A01","D059925","A01.111","A","A - Body Regions"
"A01","D005123","A01.456.505.420","A","A - Body Regions"
"A01","D005143","A01.456.505.420.504","A","A - Body Regions"
"A01","D008046","A01.456.505.631.515","A","A - Body Regions"
"A01","D014472","A01.923.047.849","A","A - Body Regions"
"A01","D057892","A01.923.600.500","A","A - Body Regions"
"A01","D001829","A01","A","A - Body Regions"
"A01","D005140","A01.456.505.420.504.421","A","A - Body Regions"
"A01","D000069259","A01.598.500","A","A - Body Regions"
"A01","D034841","A01.923.047.025","A","A - Body Regions"
"A01","D010537","A01.923.047.025.600","A","A - Body Regions"
"A01","D014953","A01.378.800.667.715","A","A - Body Regions"
"A01","D007264","A01.923.047.412","A","A - Body Regions"
"A01","D008482","A01.923.761.800.500","A","A - Body Regions"
"A01","D013848","A01.378.610.750","A","A - Body Regions"
"A01","D001132","A01.378.800.075","A","A - Body Regions"
"A01","D005542","A01.378.800.585","A","A - Body Regions"
"A01","D058958","A01.635","A","A - Body Regions"
"A01","D064595","A01.941.843","A","A - Body Regions"
"A01","D060053","A01.935","A","A - Body Regions"
"A01","D002081","A01.378.610.100","A","A - Body Regions"
"A01","D035423","A01.923.761.800","A","A - Body Regions"
"A01","D001940","A01.236","A","A - Body Regions"
"A01","D064596","A01.941.937","A","A - Body Regions"
"A01","D060052","A01.456.505.682","A","A - Body Regions"
"A01","D064594","A01.941.812","A","A - Body Regions"
"A01","D005545","A01.378.610.250.300","A","A - Body Regions"
"A01","D004550","A01.378.800.420","A","A - Body Regions"
"A01","D006615","A01.378.610.400","A","A - Body Regions"
"A01","D035422","A01.923.761.800.650","A","A - Body Regions"
"A01","D006365","A01.378.610.250.510","A","A - Body Regions"
"A01","D006214","A01.378.610.250.300.792.380","A","A - Body Regions"
"A01","D008663","A01.378.800.667.572","A","A - Body Regions"
"A01","D009333","A01.598","A","A - Body Regions"
"A01","D035441","A01.923.761.850","A","A - Body Regions"
"A01","D054048","A01.923.047.025.600.700","A","A - Body Regions"
"A01","D012187","A01.923.047.025.750","A","A - Body Regions"
"A01","D005528","A01.378.610.250","A","A - Body Regions"
"A01","D014034","A01.378.610.250.300.792","A","A - Body Regions"
"A01","D006225","A01.378.800.667","A","A - Body Regions"
"A01","D007866","A01.378.610.500","A","A - Body Regions"
"A01","D008643","A01.923.047.025.600.451","A","A - Body Regions"
"A01","D007717","A01.378.610.450","A","A - Body Regions"
"A01","D035421","A01.456.505.750","A","A - Body Regions"
"A01","D008646","A01.923.047.025.600.451.535","A","A - Body Regions"
"A01","D013933","A01.378.800.667.430.705","A","A - Body Regions"
"A01","D000672","A01.378.100","A","A - Body Regions"
"A01","D006119","A01.923.047.365","A","A - Body Regions"
"A01","D008161","A01.923.176.519","A","A - Body Regions"
"A01","D009666","A01.456.505.733","A","A - Body Regions"
"A01","D009558","A01.236.500","A","A - Body Regions"
"A01","D017773","A01.923.600.600","A","A - Body Regions"
"A01","D000842","A01.378.610.250.149","A","A - Body Regions"
"A02","D000071596","A02.633.567.050.375","A","A - Musculoskeletal System"
"A02","D000069262","A02.165.308.650","A","A - Musculoskeletal System"
"A02","D000069262","A02.835.583.512.538","A","A - Musculoskeletal System"
"A02","D000069262","A02.835.583.378.531.500","A","A - Musculoskeletal System"
"A02","D005206","A02.340.424","A","A - Musculoskeletal System"
"A02","D012886","A02.835.232.781","A","A - Musculoskeletal System"
"A02","D017844","A02.835.583.512.162.500","A","A - Musculoskeletal System"
"A02","D000069262","A02.835.583.378.900.500","A","A - Musculoskeletal System"
"A02","D017847","A02.513.514.475","A","A - Musculoskeletal System"
"A02","D000070606","A02.083","A","A - Musculoskeletal System"
"A02","D013247","A02.835.583.781","A","A - Musculoskeletal System"
"A02","D001268","A02.835.583.097","A","A - Musculoskeletal System"
"A02","D009131","A02.633.570.491","A","A - Musculoskeletal System"
"A02","D014955","A02.835.583.405.930","A","A - Musculoskeletal System"
"A02","D005205","A02.340","A","A - Musculoskeletal System"
"A02","D007821","A02.633.567.500","A","A - Musculoskeletal System"
"A02","D019224","A02.835.583.861.900","A","A - Musculoskeletal System"
"A02","D009915","A02.835.232.781.324.690","A","A - Musculoskeletal System"
"A02","D000070637","A02.835.583.512.162.250","A","A - Musculoskeletal System"
"A02","D009809","A02.835.232.834.151.383.668","A","A - Musculoskeletal System"
"A02","D017846","A02.513.514.350","A","A - Musculoskeletal System"
"A02","D008159","A02.835.232.834.519","A","A - Musculoskeletal System"
"A02","D000125","A02.880.176","A","A - Musculoskeletal System"
"A02","D008406","A02.633.567.600.500","A","A - Musculoskeletal System"
"A02","D052737","A02.835.583.405.200","A","A - Musculoskeletal System"
"A02","D000070632","A02.880.307","A","A - Musculoskeletal System"
"A02","D008437","A02.835.232.781.324.502.645","A","A - Musculoskeletal System"
"A02","D009295","A02.835.232.781.324.665","A","A - Musculoskeletal System"
"A02","D006621","A02.835.583.411","A","A - Musculoskeletal System"
"A02","D050276","A02.835.232.087.319","A","A - Musculoskeletal System"
"A02","D000069262","A02.513.514.538","A","A - Musculoskeletal System"
"A02","D001269","A02.835.583.101","A","A - Musculoskeletal System"
"A02","D066186","A02.165.407.325","A","A - Musculoskeletal System"
"A02","D050281","A02.835.232.043","A","A - Musculoskeletal System"
"A02","D007817","A02.165.257.625","A","A - Musculoskeletal System"
"A02","D017844","A02.513.514.162.500","A","A - Musculoskeletal System"
"A02","D008683","A02.835.583.378.531","A","A - Musculoskeletal System"
"A02","D007867","A02.835.232.043.650","A","A - Musculoskeletal System"
"A02","D001368","A02.835.232.834.151.383","A","A - Musculoskeletal System"
"A02","D007403","A02.165.308.410","A","A - Musculoskeletal System"
"A02","D011626","A02.633.567.600.700","A","A - Musculoskeletal System"
"A02","D017568","A02.633.567.050.800","A","A - Musculoskeletal System"
"A02","D003050","A02.835.232.834.229","A","A - Musculoskeletal System"
"A02","D035262","A02.835.232.781.750.150","A","A - Musculoskeletal System"
"A02","D002348","A02.835.232.087.319.150","A","A - Musculoskeletal System"
"A02","D001270","A02.835.232.834.151.500","A","A - Musculoskeletal System"
"A02","D004825","A02.165.407.500.411","A","A - Musculoskeletal System"
"A02","D005152","A02.633.567.400","A","A - Musculoskeletal System"
"A02","D013582","A02.835.583.443.800.800","A","A - Musculoskeletal System"
"A02","D007817","A02.165.407.500","A","A - Musculoskeletal System"
"A02","D006811","A02.835.232.087.090.400","A","A - Musculoskeletal System"
"A02","D000070637","A02.513.514.162.250","A","A - Musculoskeletal System"
"A02","D009130","A02.633.570","A","A - Musculoskeletal System"
"A02","D014420","A02.835.232.781.324.948","A","A - Musculoskeletal System"
"A02","D013957","A02.165.407.500.870","A","A - Musculoskeletal System"
"A02","D017746","A02.835.583.443","A","A - Musculoskeletal System"
"A02","D050277","A02.835.232.043.300.800","A","A - Musculoskeletal System"
"A02","D005360","A02.835.232.043.650.321","A","A - Musculoskeletal System"
"A02","D011884","A02.835.232.087.090.700","A","A - Musculoskeletal System"
"A02","D013249","A02.835.232.570.750","A","A - Musculoskeletal System"
"A02","D010579","A02.835.232.781.885.681","A","A - Musculoskeletal System"
"A02","D012863","A02.835","A","A - Musculoskeletal System"
"A02","D017847","A02.880.438","A","A - Musculoskeletal System"
"A02","D017847","A02.835.583.512.475","A","A - Musculoskeletal System"
"A02","D000070633","A02.633.567.450","A","A - Musculoskeletal System"
"A02","D013977","A02.835.232.043.650.883","A","A - Musculoskeletal System"
"A02","D003964","A02.633.567.900.300","A","A - Musculoskeletal System"
"A02","D017843","A02.835.583.512.287","A","A - Musculoskeletal System"
"A02","D008335","A02.835.232.781.324.502.632.600","A","A - Musculoskeletal System"
"A02","D005624","A02.835.232.781.375","A","A - Musculoskeletal System"
"A02","D008371","A02.835.232.570.750.442","A","A - Musculoskeletal System"
"A02","D035301","A02.835.232.781.750.165","A","A - Musculoskeletal System"
"A02","D003393","A02.835.232.781.200","A","A - Musculoskeletal System"
"A02","D005384","A02.835.583.405.350","A","A - Musculoskeletal System"
"A02","D053401","A02.835.583.405.500.900","A","A - Musculoskeletal System"
"A02","D053401","A02.835.583.512.900","A","A - Musculoskeletal System"
"A02","D012404","A02.513.901.875","A","A - Musculoskeletal System"
"A02","D050278","A02.835.232.087.319.350","A","A - Musculoskeletal System"
"A02","D013583","A02.835.583.443.800","A","A - Musculoskeletal System"
"A02","D012716","A02.835.232.730","A","A - Musculoskeletal System"
"A02","D050280","A02.835.232.087.090","A","A - Musculoskeletal System"
"A02","D000069593","A02.835.583.411.500","A","A - Musculoskeletal System"
"A02","D000077","A02.835.232.043.825.108","A","A - Musculoskeletal System"
"A02","D013904","A02.835.232.834.892","A","A - Musculoskeletal System"
"A02","D001193","A02.165.257.625.083","A","A - Musculoskeletal System"
"A02","D013639","A02.835.232.043.300.710","A","A - Musculoskeletal System"
"A02","D005147","A02.835.232.781.324","A","A - Musculoskeletal System"
"A02","D013248","A02.835.583.790","A","A - Musculoskeletal System"
"A02","D012272","A02.835.232.570.500","A","A - Musculoskeletal System"
"A02","D002111","A02.835.232.043.300.710.300","A","A - Musculoskeletal System"
"A02","D017846","A02.835.583.512.350","A","A - Musculoskeletal System"
"A02","D002680","A02.835.232.781.324.502.632.130","A","A - Musculoskeletal System"
"A02","D001956","A02.513.170","A","A - Musculoskeletal System"
"A02","D018482","A02.633.567","A","A - Musculoskeletal System"
"A02","D018483","A02.835.232.169","A","A - Musculoskeletal System"
"A02","D013640","A02.835.583.378.831","A","A - Musculoskeletal System"
"A02","D012658","A02.835.232.781.802.662","A","A - Musculoskeletal System"
"A02","D009801","A02.633.567.700","A","A - Musculoskeletal System"
"A02","D021801","A02.835.583.979","A","A - Musculoskeletal System"
"A02","D000070614","A02.165.308.410.500","A","A - Musculoskeletal System"
"A02","D009141","A02","A","A - Musculoskeletal System"
"A02","D017006","A02.633.567.912","A","A - Musculoskeletal System"
"A02","D008410","A02.633.567.600","A","A - Musculoskeletal System"
"A02","D055158","A02.633.567.800.680","A","A - Musculoskeletal System"
"A02","D053401","A02.165.308.575","A","A - Musculoskeletal System"
"A02","D005004","A02.835.232.781.292","A","A - Musculoskeletal System"
"A02","D000069593","A02.835.583.512.950","A","A - Musculoskeletal System"
"A02","D013704","A02.835.583.861","A","A - Musculoskeletal System"
"A02","D057070","A02.835.232.570.500.150","A","A - Musculoskeletal System"
"A02","D049631","A02.633.567.800.360","A","A - Musculoskeletal System"
"A02","D049630","A02.633.570.210","A","A - Musculoskeletal System"
"A02","D013957","A02.165.257.625.870","A","A - Musculoskeletal System"
"A02","D013628","A02.835.232.043.300.710.780","A","A - Musculoskeletal System"
"A02","D003413","A02.165.407.500.211","A","A - Musculoskeletal System"
"A02","D013703","A02.633.567.600.850","A","A - Musculoskeletal System"
"A02","D064169","A02.633.567.175.500","A","A - Musculoskeletal System"
"A02","D004824","A02.835.232.834.803.350","A","A - Musculoskeletal System"
"A02","D017885","A02.513.514.162","A","A - Musculoskeletal System"
"A02","D064131","A02.633.567.175","A","A - Musculoskeletal System"
"A02","D013115","A02.835.232.834.803","A","A - Musculoskeletal System"
"A02","D012132","A02.633.567.900","A","A - Musculoskeletal System"
"A02","D004425","A02.165.257.250","A","A - Musculoskeletal System"
"A02","D017843","A02.513.514.287","A","A - Musculoskeletal System"
"A02","D051445","A02.165.308","A","A - Musculoskeletal System"
"A02","D019291","A02.835.232.781.750","A","A - Musculoskeletal System"
"A02","D064170","A02.633.567.175.750","A","A - Musculoskeletal System"
"A02","D055172","A02.835.232.781.324.971","A","A - Musculoskeletal System"
"A02","D021361","A02.835.232.087.319.150.750","A","A - Musculoskeletal System"
"A02","D017006","A02.880.700","A","A - Musculoskeletal System"
"A02","D013131","A02.835.232.834","A","A - Musculoskeletal System"
"A02","D000173","A02.835.583.032","A","A - Musculoskeletal System"
"A02","D000069592","A02.513.901.750","A","A - Musculoskeletal System"
"A02","D003413","A02.165.257.625.211","A","A - Musculoskeletal System"
"A02","D007085","A02.835.232.043.825.434","A","A - Musculoskeletal System"
"A02","D006928","A02.835.232.409","A","A - Musculoskeletal System"
"A02","D001193","A02.165.407.500.083","A","A - Musculoskeletal System"
"A02","D009334","A02.633.567.650","A","A - Musculoskeletal System"
"A02","D058475","A02.340.800","A","A - Musculoskeletal System"
"A02","D052097","A02.633.567.850","A","A - Musculoskeletal System"
"A02","D055171","A02.165.407.550","A","A - Musculoskeletal System"
"A02","D010369","A02.633.567.775","A","A - Musculoskeletal System"
"A02","D051457","A02.165.407","A","A - Musculoskeletal System"
"A02","D005272","A02.835.232.043.650.247.510","A","A - Musculoskeletal System"
"A02","D008682","A02.835.232.043.300.492","A","A - Musculoskeletal System"
"A02","D009215","A02.633.570.500","A","A - Musculoskeletal System"
"A02","D000069593","A02.513.901.500","A","A - Musculoskeletal System"
"A02","D010294","A02.835.232.781.651","A","A - Musculoskeletal System"
"A02","D064171","A02.633.567.175.875","A","A - Musculoskeletal System"
"A02","D005539","A02.835.232.781.572.434","A","A - Musculoskeletal System"
"A02","D002574","A02.835.232.834.151","A","A - Musculoskeletal System"
"A02","D016119","A02.835.583.512.600","A","A - Musculoskeletal System"
"A02","D015050","A02.835.232.781.324.995","A","A - Musculoskeletal System"
"A02","D051222","A02.835.232.087.319.150.800","A","A - Musculoskeletal System"
"A02","D000072600","A02.165.308.538","A","A - Musculoskeletal System"
"A02","D000009","A02.633.567.050","A","A - Musculoskeletal System"
"A02","D000070616","A02.165.308.410.250","A","A - Musculoskeletal System"
"A02","D008592","A02.835.583.475.590","A","A - Musculoskeletal System"
"A02","D057071","A02.835.583.475.650","A","A - Musculoskeletal System"
"A02","D010210","A02.633.580.680","A","A - Musculoskeletal System"
"A02","D014457","A02.835.232.087.090.850","A","A - Musculoskeletal System"
"A02","D016658","A02.633.567.825","A","A - Musculoskeletal System"
"A02","D003388","A02.835.232.781.750.400","A","A - Musculoskeletal System"
"A02","D056739","A02.835.232.781.670","A","A - Musculoskeletal System"
"A02","D010156","A02.633.567.750","A","A - Musculoskeletal System"
"A02","D005269","A02.835.232.043.650.247","A","A - Musculoskeletal System"
"A02","D005270","A02.835.232.043.650.247.343","A","A - Musculoskeletal System"
"A02","D007366","A02.633.567.900.500","A","A - Musculoskeletal System"
"A02","D012446","A02.835.583.707","A","A - Musculoskeletal System"
"A02","D012447","A02.835.232.834.717","A","A - Musculoskeletal System"
"A02","D008592","A02.165.308.538.500","A","A - Musculoskeletal System"
"A02","D017885","A02.835.583.512.162","A","A - Musculoskeletal System"
"A02","D004551","A02.835.583.290","A","A - Musculoskeletal System"
"A02","D012667","A02.835.232.087.319.150.500","A","A - Musculoskeletal System"
"A02","D056740","A02.835.232.087.090.850.600","A","A - Musculoskeletal System"
"A02","D013719","A02.633.567.975","A","A - Musculoskeletal System"
"A02","D057645","A02.633.567.300","A","A - Musculoskeletal System"
"A02","D051478","A02.835.583.405.930.800","A","A - Musculoskeletal System"
"A02","D051224","A02.835.232.087.319.150.150","A","A - Musculoskeletal System"
"A02","D051221","A02.835.232.087.319.150.831","A","A - Musculoskeletal System"
"A02","D003724","A02.835.232.781.324.502.320","A","A - Musculoskeletal System"
"A02","D008023","A02.513.514","A","A - Musculoskeletal System"
"A02","D002358","A02.835.583.192","A","A - Musculoskeletal System"
"A02","D007403","A02.835.232.834.432","A","A - Musculoskeletal System"
"A02","D013198","A02.633.567.950","A","A - Musculoskeletal System"
"A02","D002968","A02.835.232.087.227","A","A - Musculoskeletal System"
"A02","D033023","A02.835.583.378","A","A - Musculoskeletal System"
"A02","D000539","A02.835.232.781.324.502.125","A","A - Musculoskeletal System"
"A02","D017888","A02.513.514.162.600","A","A - Musculoskeletal System"
"A02","D011631","A02.835.583.656","A","A - Musculoskeletal System"
"A02","D014989","A02.835.232.570.750.825","A","A - Musculoskeletal System"
"A02","D050824","A02.835.583.405.174","A","A - Musculoskeletal System"
"A02","D008334","A02.835.232.781.324.502.632","A","A - Musculoskeletal System"
"A02","D002358","A02.165.407.150","A","A - Musculoskeletal System"
"A02","D051223","A02.835.232.087.319.150.805","A","A - Musculoskeletal System"
"A02","D000070602","A02.835.232.570","A","A - Musculoskeletal System"
"A02","D051225","A02.835.232.087.319.150.400","A","A - Musculoskeletal System"
"A02","D008662","A02.835.583.405.500","A","A - Musculoskeletal System"
"A02","D009132","A02.633","A","A - Musculoskeletal System"
"A02","D000174","A02.835.232.087.783.261","A","A - Musculoskeletal System"
"A02","D007512","A02.835.232.043.825.548","A","A - Musculoskeletal System"
"A02","D005529","A02.835.232.043.300","A","A - Musculoskeletal System"
"A02","D016118","A02.513.514.100","A","A - Musculoskeletal System"
"A02","D009777","A02.835.232.781.572","A","A - Musculoskeletal System"
"A02","D008022","A02.513","A","A - Musculoskeletal System"
"A02","D000069343","A02.835.232.022","A","A - Musculoskeletal System"
"A02","D058430","A02.835.232.087.090.400.400","A","A - Musculoskeletal System"
"A02","D001842","A02.835.232","A","A - Musculoskeletal System"
"A02","D007568","A02.835.232.781.324.502","A","A - Musculoskeletal System"
"A02","D051472","A02.165.257","A","A - Musculoskeletal System"
"A02","D013100","A02.835.232.781.802","A","A - Musculoskeletal System"
"A02","D000843","A02.835.583.378.062","A","A - Musculoskeletal System"
"A02","D002061","A02.835.583.156","A","A - Musculoskeletal System"
"A02","D001133","A02.835.232.087","A","A - Musculoskeletal System"
"A02","D017773","A02.633.567.050.750","A","A - Musculoskeletal System"
"A02","D051478","A02.165.308.800","A","A - Musculoskeletal System"
"A02","D000070614","A02.835.232.834.432.500","A","A - Musculoskeletal System"
"A02","D004825","A02.165.257.625.411","A","A - Musculoskeletal System"
"A02","D017888","A02.835.583.512.162.600","A","A - Musculoskeletal System"
"A02","D010609","A02.633.567.800","A","A - Musculoskeletal System"
"A02","D020390","A02.835.232.781.324.502.125.800","A","A - Musculoskeletal System"
"A02","D009206","A02.633.580","A","A - Musculoskeletal System"
"A02","D010329","A02.835.232.730.500","A","A - Musculoskeletal System"
"A02","D000071976","A02.633.567.425","A","A - Musculoskeletal System"
"A02","D007596","A02.835.583","A","A - Musculoskeletal System"
"A02","D013710","A02.880","A","A - Musculoskeletal System"
"A02","D000070616","A02.835.232.834.432.250","A","A - Musculoskeletal System"
"A02","D008023","A02.835.583.512","A","A - Musculoskeletal System"
"A02","D006132","A02.835.232.251.352","A","A - Musculoskeletal System"
"A02","D021362","A02.835.232.781.324.502.660","A","A - Musculoskeletal System"
"A02","D012785","A02.835.583.748","A","A - Musculoskeletal System"
"A02","D000069590","A02.513.901","A","A - Musculoskeletal System"
"A02","D010384","A02.835.232.043.825","A","A - Musculoskeletal System"
"A02","D013380","A02.835.583.378.831.780","A","A - Musculoskeletal System"
"A02","D016119","A02.513.514.600","A","A - Musculoskeletal System"
"A02","D004838","A02.835.232.251","A","A - Musculoskeletal System"
"A02","D011630","A02.835.232.043.825.781","A","A - Musculoskeletal System"
"A02","D000070597","A02.835.232.087.783.356","A","A - Musculoskeletal System"
"A02","D051220","A02.835.232.087.319.150.600","A","A - Musculoskeletal System"
"A02","D007719","A02.835.583.475","A","A - Musculoskeletal System"
"A02","D055762","A02.835.232.781.175","A","A - Musculoskeletal System"
"A02","D000069593","A02.513.514.800","A","A - Musculoskeletal System"
"A02","D016118","A02.835.583.512.100","A","A - Musculoskeletal System"
"A02","D014033","A02.835.583.378.900","A","A - Musculoskeletal System"
"A02","D050279","A02.835.232.087.319.550","A","A - Musculoskeletal System"
"A02","D010329","A02.835.232.043.650.624","A","A - Musculoskeletal System"
"A02","D050823","A02.835.583.405","A","A - Musculoskeletal System"
"A02","D061165","A02.835.232.087.783.450","A","A - Musculoskeletal System"
"A02","D008416","A02.835.232.781.885.444","A","A - Musculoskeletal System"
"A02","D012540","A02.835.232.087.783","A","A - Musculoskeletal System"
"A02","D002356","A02.165","A","A - Musculoskeletal System"
"A02","D013701","A02.835.232.781.885","A","A - Musculoskeletal System"
"A03","D012007","A03.556.124.526.767","A","A - Digestive System"
"A03","D007421","A03.556.124.684","A","A - Digestive System"
"A03","D007515","A03.734.414","A","A - Digestive System"
"A03","D044683","A03.556.124.526.356.500","A","A - Digestive System"
"A03","D003817","A03.556.500.379","A","A - Digestive System"
"A03","D046790","A03.734.540","A","A - Digestive System"
"A03","D019864","A03.734.414.793","A","A - Digestive System"
"A03","D004064","A03","A","A - Digestive System"
"A03","D001003","A03.556.249.249.070","A","A - Digestive System"
"A03","D012809","A03.556.249.249.356.668","A","A - Digestive System"
"A03","D044683","A03.556.249.249.356.500","A","A - Digestive System"
"A03","D013650","A03.556.500.885.779","A","A - Digestive System"
"A03","D049630","A03.556.875.500.414.350","A","A - Digestive System"
"A03","D001653","A03.159.183.158","A","A - Digestive System"
"A03","D018987","A03.556.500.760.640","A","A - Digestive System"
"A03","D010179","A03.734","A","A - Digestive System"
"A03","D019879","A03.556.124.369.700","A","A - Digestive System"
"A03","D002432","A03.556.249.249.209","A","A - Digestive System"
"A03","D000071041","A03.556.875.500.180","A","A - Digestive System"
"A03","D005748","A03.556.875.875.419","A","A - Digestive System"
"A03","D001065","A03.556.249.249.209.290","A","A - Digestive System"
"A03","D003135","A03.159.183.079.300","A","A - Digestive System"
"A03","D041742","A03.556.875","A","A - Digestive System"
"A03","D008099","A03.620","A","A - Digestive System"
"A03","D004947","A03.556.875.500","A","A - Digestive System"
"A03","D004386","A03.556.124.684.124","A","A - Digestive System"
"A03","D013270","A03.556.875.875","A","A - Digestive System"
"A03","D010295","A03.556.875.875.440.708","A","A - Digestive System"
"A03","D001065","A03.556.124.526.209.290","A","A - Digestive System"
"A03","D019872","A03.556.875.875.440.150","A","A - Digestive System"
"A03","D006500","A03.159.183.079.600","A","A - Digestive System"
"A03","D017734","A03.159.183.079","A","A - Digestive System"
"A03","D044682","A03.556.249.249.356.333","A","A - Digestive System"
"A03","D007422","A03.556.124","A","A - Digestive System"
"A03","D001003","A03.556.124.526.070","A","A - Digestive System"
"A03","D054838","A03.556.500.760.906","A","A - Digestive System"
"A03","D007420","A03.556.124.526","A","A - Digestive System"
"A03","D044682","A03.556.124.526.356.333","A","A - Digestive System"
"A03","D010306","A03.556.500.760.464","A","A - Digestive System"
"A03","D050416","A03.734.414.065","A","A - Digestive System"
"A03","D012007","A03.556.249.249.767","A","A - Digestive System"
"A03","D002011","A03.556.875.249.322","A","A - Digestive System"
"A03","D019863","A03.556.875.875.440.300","A","A - Digestive System"
"A03","D003106","A03.556.249.249.356","A","A - Digestive System"
"A03","D014059","A03.556.500.885","A","A - Digestive System"
"A03","D002432","A03.556.124.526.209","A","A - Digestive System"
"A03","D003549","A03.159.183.079.450","A","A - Digestive System"
"A03","D004943","A03.556.875.875.330","A","A - Digestive System"
"A03","D007082","A03.556.249.124","A","A - Digestive System"
"A03","D002011","A03.556.124.684.124.322","A","A - Digestive System"
"A03","D013363","A03.556.500.760.812","A","A - Digestive System"
"A03","D001652","A03.159.183","A","A - Digestive System"
"A03","D008467","A03.556.249.124.612","A","A - Digestive System"
"A03","D041981","A03.556","A","A - Digestive System"
"A03","D011706","A03.556.875.875.716","A","A - Digestive System"
"A03","D044684","A03.556.124.526.356.834","A","A - Digestive System"
"A03","D008467","A03.556.124.684.249.612","A","A - Digestive System"
"A03","D001648","A03.159.183.158.125","A","A - Digestive System"
"A03","D014670","A03.159.183.079.300.950","A","A - Digestive System"
"A03","D014670","A03.556.124.684.124.236","A","A - Digestive System"
"A03","D003106","A03.556.124.526.356","A","A - Digestive System"
"A03","D005704","A03.159.439","A","A - Digestive System"
"A03","D009803","A03.556.875.249.160.572","A","A - Digestive System"
"A03","D007413","A03.556.124.369","A","A - Digestive System"
"A03","D012809","A03.556.124.526.356.668","A","A - Digestive System"
"A03","D004943","A03.556.875.500.414","A","A - Digestive System"
"A03","D007420","A03.556.249.249","A","A - Digestive System"
"A03","D011708","A03.556.875.875.799","A","A - Digestive System"
"A03","D004386","A03.556.875.249","A","A - Digestive System"
"A03","D049631","A03.556.875.500.360","A","A - Digestive System"
"A03","D005753","A03.556.875.875.440","A","A - Digestive System"
"A03","D014670","A03.556.875.249.160","A","A - Digestive System"
"A03","D012469","A03.556.500.760","A","A - Digestive System"
"A03","D001659","A03.159","A","A - Digestive System"
"A03","D049630","A03.556.875.875.330.350","A","A - Digestive System"
"A03","D007082","A03.556.124.684.249","A","A - Digestive System"
"A03","D009055","A03.556.500","A","A - Digestive System"
"A03","D020895","A03.556.124.369.290","A","A - Digestive System"
"A03","D019864","A03.556.875.875.440.854","A","A - Digestive System"
"A03","D002299","A03.556.875.875.163","A","A - Digestive System"
"A03","D004759","A03.556.875.875.440.250","A","A - Digestive System"
"A03","D001648","A03.620.150.125","A","A - Digestive System"
"A03","D000069592","A03.620.575","A","A - Digestive System"
"A03","D010183","A03.734.667","A","A - Digestive System"
"A03","D020397","A03.556.124.369.320","A","A - Digestive System"
"A03","D001653","A03.620.150","A","A - Digestive System"
"A03","D018530","A03.556.875.875.578","A","A - Digestive System"
"A03","D007583","A03.556.124.684.500","A","A - Digestive System"
"A03","D050417","A03.734.414.131","A","A - Digestive System"
"A03","D007080","A03.556.249.124.400","A","A - Digestive System"
"A03","D010614","A03.556.750","A","A - Digestive System"
"A03","D041741","A03.556.249","A","A - Digestive System"
"A03","D007080","A03.556.124.684.249.400","A","A - Digestive System"
"A03","D044684","A03.556.249.249.356.834","A","A - Digestive System"
"A03","D009803","A03.556.124.684.124.236.572","A","A - Digestive System"
"A03","D007583","A03.556.249.750","A","A - Digestive System"
"A03","D008035","A03.556.500.885.431","A","A - Digestive System"
"A03","D009803","A03.159.183.079.300.950.600","A","A - Digestive System"
"A03","D012470","A03.556.500.760.650","A","A - Digestive System"
